ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;1583;0;11340;0;-8970;9569;11339;8970;0.1583;0.005663;;285282;294332;175821;192949;285282;285254;306157;173989;6120685;285254
2;19;18900;18900;1008;0;6000;600;-4548;5129;5999;5148;0.05333333333333334;0.0029962962962962964;;181769;485395;13821;486768;210404;181750;490226;12040;7532239;181768
3;18;20000;20000;840;0;5670;300;-4181;4477;5669;4481;0.042;0.0028315;;151528;355301;469747;676517;161395;151381;163387;468030;7569959;151395
4;17;25200;25200;1658;0;4500;420;-3616;4015;4499;4036;0.06579365079365079;0.0022472222222222225;;298780;763077;31823;836074;333527;298761;769636;66049;8304272;299538
5;16;45360;45360;6060;0;2500;2700;267;2382;2499;2433;0.1335978835978836;0.001248456790123457;;1091719;1907883;10797;1143060;1489922;1091700;1756333;1136838;10832151;1099163
6;15;47250;47250;2066;0;2400;862;-1306;2155;2399;2168;0.04372486772486772;0.0011985185185185185;;372337;2140232;40831;2545275;570497;372318;840580;2534053;11353591;374213
7;14;50000;50000;2635;0;2268;1057;-814;1850;2267;1871;0.0527;0.0011326;;474748;2935994;469835;2930413;760593;474726;1135861;2914043;12003075;478166
8;13;54000;54000;3356;0;2100;1674;-267;1909;2099;1941;0.06214814814814815;0.0010487037037037038;;604640;3862547;175825;3425497;1168980;604621;1264462;3228436;11954507;610541
9;12;56250;56250;1918;0;2016;734;-954;1672;2015;1688;0.034097777777777775;0.0010067555555555556;;345562;4212538;40825;4991227;600529;345563;840719;3629749;13641634;348132
10;11;60000;60000;52;0;1890;26;-1256;1281;1889;1282;0.0008666666666666666;0.0009438333333333334;;9556;1640141;630511;5351959;16454;9560;203973;4290223;13242089;9560
11;10;60480;60480;7602;0;1875;4480;2633;1782;1874;1847;0.12569444444444444;0.0009363425925925927;;1369398;6872454;10235;5369817;3145502;1369376;2639703;4549468;12602921;1384546
12;9;64800;64800;232;0;1750;85;-1231;1314;1750;1316;0.003580246913580247;0.0008739197530864197;;41958;3192896;32403;7237903;79317;41962;513266;6313289;14049614;41965
13;8;65625;65625;871;0;1728;494;-904;1388;1728;1398;0.013272380952380952;0.0008629333333333332;;156980;6411873;18335;7285534;438042;156984;924616;6215431;15088567;158942
14;7;67500;67500;574;0;1680;269;-1017;1279;1680;1286;0.008503703703703704;0.000838962962962963;;103497;6410089;85835;7920394;245187;103494;1070198;5068161;14709199;105145
15;6;72000;72000;1669;3;1575;894;-341;1224;1575;1235;0.023180555555555555;0.0007865277777777777;;300732;7508953;175835;8030197;850290;300733;762472;6815283;15189530;302545
16;5;75600;75600;1442;9;1500;793;-21;804;1500;814;0.019074074074074073;0.0007490740740740741;;259880;7884973;530741;15847910;794769;259882;728238;7638127;15520045;262402
17;4;78750;78750;3402;38;1440;2332;1123;1190;1440;1209;0.0432;0.0007191111111111111;;612917;14570009;40835;19127284;3128406;612917;1573647;8407925;16405301;618439
18;3;81000;81000;3250;171;1400;2257;1141;1104;1400;1116;0.040123456790123455;0.0006991358024691359;;585546;22522312;175825;31677530;4251375;585547;1087794;8611986;16781098;589146
19;2;84000;84000;2418;697;1350;1963;940;1009;1350;1023;0.028785714285714286;0.0006741666666666667;;435675;30772918;175835;53695861;6955003;435677;937518;9493119;17774731;439592
20;1;94500;94500;1865;950;949;1119;437;663;1200;682;0.019735449735449734;0.0005992592592592592;;336009;162575759;136190964;4377171568;20755330;336008;805390;10697291;19038503;341991
;;113400000;;;;;23059;;;;45944;0.9717123544973544;0.028056319753086423;0.9997686742504408
;;;;;;;-0.9924541393815863;;;;;
