ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;302;0;11340;0;-8308;8935;11339;8308;0.0302;0.005663;;54559;54561;175820;193396;54559;54529;66659;173986;7917548;54529
2;19;18900;18900;359;0;6000;0;-5096;5093;5999;5096;0.018994708994708995;0.0029962962962962964;;64823;64829;13820;256492;64823;64827;144711;12009;9445870;64830
3;18;25200;25200;998;0;4500;360;-3413;3763;4499;3773;0.039603174603174605;0.0022472222222222225;;179967;248329;32396;329290;184390;179948;254436;30002;10391127;179971
4;17;30240;30240;2709;0;3750;870;-2319;3150;3749;3189;0.08958333333333333;0.0018726851851851853;;488073;634359;10220;517342;503942;488054;634544;17062;10801312;488750
5;16;33750;33750;495;0;3360;30;-2598;2617;3359;2628;0.014666666666666666;0.001677925925925926;;89303;157728;40820;1013697;89303;89307;282445;95342;11334755;89310
6;15;37800;37800;674;0;3000;330;-2131;2452;2999;2461;0.017830687830687832;0.0014981481481481482;;121518;225198;105717;1111336;129260;121522;194527;423531;11932991;121525
7;14;40000;40000;1514;0;2835;510;-1865;2358;2834;2375;0.03785;0.00141575;;272837;1173462;239082;1240476;314292;272836;773947;238569;12046878;273290
8;13;45000;45000;241;0;2520;30;-2152;2175;2519;2182;0.005355555555555555;0.0012584444444444444;;43573;545152;175824;1521758;45930;43577;122600;1513757;13043969;43578
9;12;47250;47250;2194;0;2400;869;-1150;1987;2399;2019;0.04643386243386243;0.0011985185185185185;;395355;1247151;40824;1573710;476567;395353;727972;784484;13044324;396967
10;11;56250;56250;769;0;2016;243;-1318;1548;2015;1561;0.013671111111111111;0.0010067555555555556;;138620;1388977;40824;2043493;171742;138624;473974;1968243;14516255;138948
11;10;56700;56700;9612;0;2000;4898;2955;1849;1999;1943;0.16952380952380952;0.0009987654320987654;;1798931;3829239;87568;2185002;2379958;1731405;2671856;2182070;12998213;1739496
12;9;60000;60000;5248;0;1890;2509;785;1683;1889;1724;0.08746666666666666;0.0009438333333333334;;945437;4802179;239143;4082224;1602996;945417;1207570;4065979;13796692;948211
13;8;63000;63000;2751;0;1800;1433;-113;1519;1799;1546;0.043666666666666666;0.000898888888888889;;495621;5372509;175834;5234282;856928;495619;1143230;4540078;13887347;498005
14;7;70000;70000;4094;0;1620;1965;538;1399;1619;1427;0.05848571428571429;0.0008089999999999999;;737614;6809432;239061;6404568;1459861;737594;1317337;6086915;15190915;740063
15;6;70875;70875;2902;0;1600;1499;321;1147;1599;1178;0.04094532627865961;0.0007990123456790123;;522785;7407686;18910;7356450;1043658;522785;1091296;5815291;15700328;525906
16;5;81000;81000;2022;0;1400;898;-143;1021;1400;1041;0.024962962962962965;0.0006991358024691359;;364416;6744925;175824;8237522;694286;364396;1132632;6385884;17493531;366516
17;4;84000;84000;7670;20;1350;4031;2853;1116;1350;1178;0.09130952380952381;0.0006741666666666667;;1381639;10174343;175824;9076774;4497107;1381616;2494468;6219070;17498512;1389148
18;3;90000;90000;8314;306;1260;4496;3437;991;1260;1059;0.09237777777777778;0.0006292222222222222;;1497678;18519214;292021;20215957;8433395;1497657;1961684;8675691;18052341;1506119
19;2;90720;90720;4212;1207;1206;2363;1432;880;1250;931;0.04642857142857143;0.0006242283950617284;;758856;75601701;57568963;780284808;16774339;758826;904959;9634175;18747091;763665
20;1;94500;94500;179;0;0;0;-467;464;1200;467;0.0018941798941798941;0.0005992592592592592;;9223372036854775807;-9223372036854775808;9223372036854775807;-9223372036854775808;0;32425;101581;10026672;19444074;32434
;;113400000;;;;;27334;;;;46086;0.9712502998236333;0.02851025864197531;0.9997605584656086
;;;;;;;-0.6860320479988293;;;;;
