ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;20000;20000;791;0;5670;0;-5027;5032;5669;5027;0.03955;0.0028315;;142585;142587;175821;195302;142585;142555;159161;173989;10230905;142586
2;19;26250;26250;524;0;4320;0;-3824;3821;4319;3824;0.01996190476190476;0.002157333333333333;;94526;99133;40821;346424;94528;94526;255000;38989;11252687;94526
3;18;28350;28350;1581;0;4000;350;-3174;3520;3999;3524;0.055767195767195764;0.0019975308641975308;;284908;549310;4831;449059;296221;284889;444877;21040;11336907;284910
4;17;30240;30240;1377;0;3750;428;-2808;3229;3749;3236;0.045535714285714284;0.0018726851851851853;;248188;808369;5802;742119;266640;248169;407714;8425;11634852;248192
5;16;37800;37800;1601;0;3000;420;-2211;2623;2999;2631;0.04235449735449735;0.0014981481481481482;;288505;552996;31821;998413;306997;288493;452675;696041;12697936;288516
6;15;47250;47250;5231;0;2400;1644;-564;2191;2399;2208;0.11070899470899472;0.0011985185185185185;;942376;1662805;40821;1296967;1074998;942357;1504059;634271;13447322;944433
7;14;50400;50400;1117;0;2250;190;-1719;1905;2249;1909;0.02216269841269841;0.0011236111111111113;;201381;499691;31821;2253032;213726;201368;500566;2236047;14502605;201391
8;13;54000;54000;19;0;2100;0;-1823;1823;2099;1823;0.00035185185185185184;0.0010487037037037038;;3623;3766;175825;2463038;3623;3627;15601;2445137;14438757;3627
9;12;56250;56250;2996;0;2016;1204;-582;1772;2015;1786;0.053262222222222225;0.0010067555555555556;;539837;2838861;40825;2469212;756979;539834;994294;2456517;15006440;541299
10;11;56700;56700;776;0;2000;227;-1386;1610;1999;1613;0.013686067019400353;0.0009987654320987654;;139878;1357308;307772;3028064;165305;139882;296936;3004191;14918596;139889
11;10;60000;60000;1022;0;1890;336;-1338;1673;1889;1674;0.017033333333333334;0.0009438333333333334;;184283;2403835;327190;3165572;266785;184283;198892;3152064;16054916;184305
12;9;63000;63000;68;0;1800;65;-1470;1534;1799;1535;0.0010793650793650793;0.000898888888888889;;12426;566059;175825;3364524;20990;12433;20385;3344278;16005622;12434
13;8;64800;64800;4651;0;1750;1795;238;1533;1749;1557;0.0717746913580247;0.0008739197530864197;;837861;3808571;31825;3385648;1279588;837842;1359633;3364670;15653331;840547
14;7;65625;65625;1230;0;1728;432;-1047;1478;1727;1479;0.018742857142857144;0.0008629333333333332;;221717;3399405;18325;4380554;320655;221717;490877;4366060;16835972;221740
15;6;70000;70000;7117;0;1620;3310;1770;1515;1619;1540;0.10167142857142857;0.0008089999999999999;;1282095;5584573;175825;4610998;2423321;1282081;1955352;4496463;16813768;1285800
16;5;72000;72000;4797;0;1575;2242;804;1416;1574;1438;0.066625;0.0007865277777777777;;864126;6799324;175825;6586470;1937437;864124;1432959;5865645;16599244;867523
17;4;75000;75000;3207;0;1512;1443;50;1387;1511;1393;0.04276;0.0007550666666666667;;577812;7968456;175825;7903524;1386195;577812;998965;6552167;17590048;578895
18;3;87500;87500;8663;4;1296;3878;2643;1210;1296;1235;0.09900571428571428;0.0006472;;1560492;11903053;85825;8495202;4455944;1560472;2029111;8226179;18783885;1566318
19;2;94500;94500;3297;16;1200;1542;676;852;1200;866;0.034888888888888886;0.0005992592592592592;;594013;11505701;1037646;22907461;2251541;594013;1308728;9030593;20381245;597798
20;1;100000;100000;11944;1093;1092;5550;4502;1028;1134;1048;0.11944;0.0005663;;2151551;45778719;25286476;781881200;18633813;2151404;3273597;8923874;20418425;2158944
;;113400000;;;;;25056;;;;41346;0.9763624250440917;0.023476480864197534;0.9998389059082892
;;;;;;;-0.6501436781609196;;;;;
