ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;587;0;7200;0;-5973;6046;7199;5973;0.03726984126984127;0.003595555555555556;;105865;105867;40820;194337;105865;105835;120189;38986;9560647;105861
2;19;20000;20000;417;0;5670;0;-4490;4486;5669;4490;0.02085;0.0028315;;75265;81538;175820;308740;75266;75265;197180;173986;10241556;75266
3;18;26250;26250;8;0;4320;0;-3761;3761;4319;3761;0.00030476190476190474;0.002157333333333333;;1634;1640;40820;392117;1634;1638;10981;39002;11356178;1638
4;17;30240;30240;620;0;3750;0;-3000;2994;3749;3000;0.0205026455026455;0.0018726851851851853;;111794;116703;10230;401766;111794;111768;231391;9715;11953700;111802
5;16;37800;37800;2974;0;3000;1290;-1304;2552;2999;2594;0.07867724867724868;0.0014981481481481482;;535892;744288;31820;521644;575228;535756;751848;31180;12769465;537571
6;15;42000;42000;285;0;2700;30;-2114;2138;2699;2144;0.0067857142857142855;0.0013483333333333333;;51495;67171;175820;1065796;51495;51499;183566;175179;13592216;51503
7;14;52500;52500;2404;0;2160;420;-1517;1919;2159;1937;0.045790476190476194;0.0010786666666666666;;433166;1225663;96485;1125740;487534;433144;1103287;1116809;15039665;434249
8;13;56700;56700;537;0;2000;50;-1518;1563;1999;1568;0.00947089947089947;0.0009987654320987654;;96851;222827;13824;1567287;98980;96850;186541;1557676;15561947;96858
9;12;60000;60000;366;0;1890;0;-1511;1508;1889;1511;0.0061;0.0009438333333333334;;66081;66226;260037;1672703;66081;66085;184775;1662406;16313951;66086
10;11;60480;60480;2783;0;1875;880;-596;1456;1874;1476;0.04601521164021164;0.0009363425925925927;;501368;1163753;131178;1745634;574338;501365;708924;1736285;16046023;503264
11;10;65625;65625;1451;0;1728;306;-1147;1446;1727;1453;0.02211047619047619;0.0008629333333333332;;261516;1758171;18324;2248192;314921;261497;465725;2245640;17055249;261789
12;9;70875;70875;10115;0;1600;3516;1982;1459;1599;1534;0.14271604938271604;0.0007990123456790123;;1822086;4280023;18324;2517680;2514050;1822064;2781826;2515274;16422638;1829687
13;8;72000;72000;4438;0;1575;1752;416;1304;1574;1336;0.06163888888888889;0.0007865277777777777;;799518;5119079;175824;4567790;1338228;799508;1040595;4551812;17490609;802507
14;7;75000;75000;6375;0;1512;2532;1171;1314;1511;1361;0.085;0.0007550666666666667;;1148414;6495595;175824;5377162;2065661;1148386;1481067;5373768;17566045;1153333
15;6;75600;75600;2037;0;1500;774;-329;1086;1499;1103;0.026944444444444444;0.0007490740740740741;;367111;6195542;577013;6799458;734139;367099;588875;6299010;17720697;368785
16;5;78750;78750;19774;12;1440;8460;6983;1357;1439;1477;0.2510984126984127;0.0007191111111111111;;3769657;12065446;166063;7872201;8209105;3561744;4632221;4883768;16332575;3578189
17;4;84375;84375;1168;17;1344;419;-557;968;1344;976;0.013842962962962963;0.0006711703703703703;;210547;12523775;18952;24734302;632510;210548;879132;6068768;20064652;211722
18;3;90720;90720;98;15;1250;42;-793;833;1250;835;0.0010802469135802468;0.0006242283950617284;;17809;11661898;174438;25154109;80500;17839;136501;7524425;21022662;17843
19;2;94500;94500;2439;87;1200;900;190;696;1200;710;0.02580952380952381;0.0005992592592592592;;439449;13237191;200447;25225241;1758254;439451;684692;7954584;21010654;441466
20;1;100000;100000;7336;1077;1076;3117;2147;925;1134;970;0.07336;0.0005663;;1321534;63641971;37538737;1088091331;18818555;1321504;2203942;9512875;21818972;1328912
;;113400000;;;;;24488;;;;40209;0.9753678042328042;0.024393846913580243;0.9997616511463845
;;;;;;;-0.6419879124469128;;;;;
